,false_negative_num,false_negative_refs,true_positive_num,true_positive_refs,false_positive_num,false_positive_refs
eating-a-sacrifice,0,[],1,['https://www.sefaria.org.il/Mishnah_Menachot.2.3'],0,[]
tribal-chieftains-offerings,0,[],0,[],1,['https://www.sefaria.org.il/Deuteronomy.3.15']
days-of-the-inauguration,0,[],0,[],0,[]
waving,1,['https://www.sefaria.org.il/Leviticus.23.15-16'],0,[],0,[]
leaning-on-the-sacrifices,0,[],0,[],0,[]
slaughter-of-sacrifices,0,[],0,[],6,"['https://www.sefaria.org.il/Siddur_Sefard,_Holidays,_Yom_Tov_Musaf_Amidah.32', 'https://www.sefaria.org.il/Mishneh_Torah,_Paschal_Offering.4.11', 'https://www.sefaria.org.il/Mishnah_Menachot.2.3', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Genesis.22.1-2', 'https://www.sefaria.org.il/Mishnah_Parah.4.2']"
priestly-shifts,0,[],0,[],1,['https://www.sefaria.org.il/Mishnah_Parah.4.2']
wives-of-priests,1,"['https://www.sefaria.org.il/Bach,_Even_HaEzer.6.10.1']",0,[],0,[]
inauguration-offerings-(מלואים),0,[],0,[],2,"['https://www.sefaria.org.il/Siddur_Sefard,_Holidays,_Yom_Tov_Musaf_Amidah.32', 'https://www.sefaria.org.il/Mishnah_Parah.4.2']"
laws-of-government,1,['https://www.sefaria.org.il/Deuteronomy.18.14-15'],6,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13', 'https://www.sefaria.org.il/Derashot_HaRan.11.26', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Bach,_Even_HaEzer.6.10.1', 'https://www.sefaria.org.il/Tosefta_Bava_Metzia_(Lieberman).10.8']",19,"['https://www.sefaria.org.il/Panekha_Avakesh.18.44', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/Jeremiah.48.14', 'https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/Chullin.125a.7', 'https://www.sefaria.org.il/Nazir.20b', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', 'https://www.sefaria.org.il/Sanhedrin.93b.10', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127', 'https://www.sefaria.org.il/Leviticus.20.23', 'https://www.sefaria.org.il/Horayot.6a.3', 'https://www.sefaria.org.il/Shoel_uMeshiv_Mahadura_I.2.139.7', 'https://www.sefaria.org.il/Sefer_Chasidim.953.1', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', 'https://www.sefaria.org.il/Sanhedrin.17b.5', 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13', 'https://www.sefaria.org.il/Leviticus.19.17']"
laws-of-judges-and-courts,1,['https://www.sefaria.org.il/Derashot_HaRan.11.26'],4,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Tosefta_Bava_Metzia_(Lieberman).10.8']",4,"['https://www.sefaria.org.il/Horayot.6a.3', 'https://www.sefaria.org.il/Shoel_uMeshiv_Mahadura_I.2.139.7', 'https://www.sefaria.org.il/Pesikta_DeRav_Kahanna.25.3', 'https://www.sefaria.org.il/Sanhedrin.17b.5']"
laws-of-court-punishments,0,[],0,[],1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10']"
procedures-for-judges-and-conduct-towards-them,0,[],1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10']",4,"['https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Tosefta_Bava_Metzia_(Lieberman).10.8', 'https://www.sefaria.org.il/Sanhedrin.17b.5']"
laws-of-acceptance-of-testimony,0,[],0,[],2,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Nazir.20b']"
laws-of-validation-of-contracts,0,[],0,[],1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10']"
laws-of-those-disqualified-from-testimony,1,['https://www.sefaria.org.il/Deuteronomy.18.14-15'],0,[],1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10']"
laws-of-false-witnesses-and-colluding-witnesses,0,[],0,[],2,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Nazir.20b']"
high-court-authority-and-insubordination-to-it,0,[],1,"['https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13']",2,"['https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/Derashot_HaRan.11.26']"
laws-of-wars,0,[],0,[],3,"['https://www.sefaria.org.il/Jeremiah.48.14', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Leviticus.19.17']"
laws-of-the-king-messiah,0,[],0,[],3,"['https://www.sefaria.org.il/Panekha_Avakesh.18.44', 'https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127']"
death-penalty,0,[],1,"['https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13']",1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10']"
annihilating-the-memory-of-amalek,0,[],0,[],0,[]
lashes-(מלקות),1,"['https://www.sefaria.org.il/Bach,_Even_HaEzer.6.10.1']",0,[],0,[]
stoning,0,[],0,[],1,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10']"
provisional-legal-decision,0,[],0,[],1,['https://www.sefaria.org.il/Chullin.125a.7']
smikhah,0,[],0,[],0,[]
hanging,0,[],0,[],0,[]
laws-of-courts-and-judges,1,['https://www.sefaria.org.il/Derashot_HaRan.11.26'],3,"['https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Matot,_Masei,_Devarim,_Ner_Mitzvah.10', 'https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Tosefta_Bava_Metzia_(Lieberman).10.8']",2,"['https://www.sefaria.org.il/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_Their_Jurisdiction.15.13', 'https://www.sefaria.org.il/Sanhedrin.17b.5']"
excommunication,0,[],1,"['https://www.sefaria.org.il/Bach,_Even_HaEzer.6.10.1']",2,"['https://www.sefaria.org.il/Sifrei_Devarim.13.6', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
laws-of-kings,0,[],0,[],2,"['https://www.sefaria.org.il/Sanhedrin.93b.10', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127']"
edim-zomemim,0,[],0,[],0,[]
laws-of-food,1,['https://www.sefaria.org.il/Tosefta_Mikvaot.6.5'],4,"['https://www.sefaria.org.il/The_Antiquities_of_the_Jews.10.10.2', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.7.2.20', 'https://www.sefaria.org.il/Derashot_HaRan.11.26', 'https://www.sefaria.org.il/HaElef_Lekha_Shlomo,_Yoreh_Deah.122.1']",9,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Mishnah_Terumot.5.9', 'https://www.sefaria.org.il/Sukkah.41a.6-8', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', 'https://www.sefaria.org.il/Mishnah_Tahorot.8.6', 'https://www.sefaria.org.il/Pesachim.39a.1-15', 'https://www.sefaria.org.il/Mishnah_Menachot.2.3', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.9.7.7']"
laws-of-the-prohibitions-of-eating-meat,1,"['https://www.sefaria.org.il/HaElef_Lekha_Shlomo,_Yoreh_Deah.122.1']",0,[],0,[]
laws-of-the-prohibitions-of-eating-vegetation,0,[],0,[],6,"['https://www.sefaria.org.il/Mishnah_Terumot.5.9', 'https://www.sefaria.org.il/Sukkah.41a.6-8', 'https://www.sefaria.org.il/The_Antiquities_of_the_Jews.10.10.2', 'https://www.sefaria.org.il/Derashot_HaRan.11.26', 'https://www.sefaria.org.il/Pesachim.39a.1-15', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42']"
general-laws-of-food,1,['https://www.sefaria.org.il/Derashot_HaRan.11.26'],1,['https://www.sefaria.org.il/The_Antiquities_of_the_Jews.10.10.2'],8,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Mishnah_Terumot.5.9', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', 'https://www.sefaria.org.il/Mishnah_Tahorot.8.6', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.7.2.20', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.9.7.7', 'https://www.sefaria.org.il/HaElef_Lekha_Shlomo,_Yoreh_Deah.122.1']"
commandments-pertaining-to-slaughter,0,[],0,[],1,"['https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42']"
hilchot-tereifot,0,[],0,[],0,[]
laws-of-slaughter,0,[],0,[],2,"['https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.9.7.7']"
slaughter,0,[],0,[],2,"['https://www.sefaria.org.il/Mishnah_Menachot.2.3', 'https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.9.7.7']"
mayim-achronim,0,[],0,[],0,[]
shiluach-haken,0,[],0,[],0,[]
it-and-its-child,0,[],0,[],0,[]
laws-of-forbidden-foods,2,"['https://www.sefaria.org.il/Jerusalem_Talmud_Shabbat.7.2.20', 'https://www.sefaria.org.il/HaElef_Lekha_Shlomo,_Yoreh_Deah.122.1']",1,['https://www.sefaria.org.il/Derashot_HaRan.11.26'],2,"['https://www.sefaria.org.il/The_Antiquities_of_the_Jews.10.10.2', 'https://www.sefaria.org.il/Allegorical_Interpretation_of_Genesis,_Book_III,_Introduction.42']"
limbs-from-a-living-animal,1,['https://www.sefaria.org.il/Tosefta_Mikvaot.6.5'],0,[],0,[]
laws-of-clothing,0,[],2,"['https://www.sefaria.org.il/Shulchan_Arukh,_Orach_Chayim.696.8', 'https://www.sefaria.org.il/Tosefta_Berakhot_(Lieberman).6.10']",3,"['https://www.sefaria.org.il/Rashi_on_Deuteronomy.22.5.1-3', 'https://www.sefaria.org.il/Maaseh_Rokeach_on_Mishnah,_Seder_Nezikin,_Bava_Metzia.12', 'https://www.sefaria.org.il/Tamid.27b.7']"
hilchot-tsitsit,0,[],1,['https://www.sefaria.org.il/Tosefta_Berakhot_(Lieberman).6.10'],1,"['https://www.sefaria.org.il/Maaseh_Rokeach_on_Mishnah,_Seder_Nezikin,_Bava_Metzia.12']"
laws-of-forbidden-mixtures-in-garments,0,[],1,"['https://www.sefaria.org.il/Shulchan_Arukh,_Orach_Chayim.696.8']",0,[]
noahide-(gentile)-law,2,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Sefer_HaChinukh.214.3']",0,[],2,"['https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', ""https://www.sefaria.org.il/Sha'ar_HaPesukim,_Parashat_Balak.56""]"
the-seven-noahide-laws,1,['https://www.sefaria.org.il/Sefer_HaChinukh.214.3'],0,[],0,[]
resident-aliens,0,[],0,[],2,"['https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', ""https://www.sefaria.org.il/Sha'ar_HaPesukim,_Parashat_Balak.56""]"
legal-texts,0,[],0,[],4,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Introductions_to_Amoraic_Literature,_Part_I_(Introductions_to_Tractates_of_the_Babli),_Nazir.110', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', ""https://www.sefaria.org.il/Mishpetei_Uziel,_Volume_VI,_Yoreh_De'ah.73.63""]"
united-states-law,0,[],0,[],0,[]
gift-giving,0,[],0,[],3,"['https://www.sefaria.org.il/Duties_of_the_Heart,_Fourth_Treatise_on_Trust.3.11', 'https://www.sefaria.org.il/Siddur_Ashkenaz,_Weekday,_Shacharit,_Amidah,_Knowledge.1', 'https://www.sefaria.org.il/Deuteronomy.8.7-10']"
places,14,"['https://www.sefaria.org.il/Berakhot.63b.12-64a.3', 'https://www.sefaria.org.il/Siddur_Sefard,_Holidays,_Yom_Tov_Musaf_Amidah.32', 'https://www.sefaria.org.il/Sefer_HaTashbetz,_Part_IV.1.42.8', 'https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/II_Chronicles.2.2', 'https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1', 'https://www.sefaria.org.il/The_Antiquities_of_the_Jews.10.10.2', ""https://www.sefaria.org.il/Otzar_Midrashim,_Midrash_on_Hallel_'Sefer_HaMa'asim'.1.7"", 'https://www.sefaria.org.il/Berakhot.6b.24', 'https://www.sefaria.org.il/Pesachim.109a.5', 'https://www.sefaria.org.il/Midrash_Shmuel_on_Avot.5.5.2', 'https://www.sefaria.org.il/Genesis.42.19', 'https://www.sefaria.org.il/Sanhedrin.17b.5', 'https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13']",35,"['https://www.sefaria.org.il/Deuteronomy.4.10', 'https://www.sefaria.org.il/Berakhot.62b.14-16', 'https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', 'https://www.sefaria.org.il/Shemot_Rabbah.28.2', 'https://www.sefaria.org.il/Sukkah.41a.6-8', 'https://www.sefaria.org.il/Chagigah.12b.9', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7', 'https://www.sefaria.org.il/Taanit.29a.1-17', 'https://www.sefaria.org.il/Chagigah.6a.15', 'https://www.sefaria.org.il/Sanhedrin.94b.12', 'https://www.sefaria.org.il/Berakhot.28b.1-11', 'https://www.sefaria.org.il/Leviticus.20.23', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Mishnah_Avodah_Zarah.1.8', 'https://www.sefaria.org.il/Sotah.37a.3', 'https://www.sefaria.org.il/Berakhot.30a.8-9', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.5.2.1', 'https://www.sefaria.org.il/Midrash_Tehillim.104.1', 'https://www.sefaria.org.il/Leviticus.10.8-10', 'https://www.sefaria.org.il/Tamid.27b.7', 'https://www.sefaria.org.il/Deuteronomy.3.15', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Deuteronomy.8.7-10', 'https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3', 'https://www.sefaria.org.il/Genesis.22.1-2', 'https://www.sefaria.org.il/Ketubot.111a.19', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.1071.6', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Sefat_Emet,_Numbers,_Chukat.16.2', 'https://www.sefaria.org.il/Sefat_Emet,_Leviticus,_Passover.20.3', 'https://www.sefaria.org.il/The_Book_of_Maccabees_I_(Kahana_Translation).5.66', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']",14,"['https://www.sefaria.org.il/Panekha_Avakesh.18.44', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Selichot_Nusach_Lita_Linear,_Third_Day.2.131', 'https://www.sefaria.org.il/Shabbat.140a.4', ""https://www.sefaria.org.il/Sha'ar_HaPesukim,_Parashat_Balak.56"", 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127', 'https://www.sefaria.org.il/Berakhot.18b.7-9', 'https://www.sefaria.org.il/Teshuvot_Maharit,_I.63.1', 'https://www.sefaria.org.il/Sefat_Emet,_Genesis,_Chayei_Sara.19.4', 'https://www.sefaria.org.il/Ketubot.66b.13', ""https://www.sefaria.org.il/Al_Kapot_HaMan'ul;_Homilies_for_the_Days_of_Awe,_A_Reflection_into_the_Future.17"", 'https://www.sefaria.org.il/Deuteronomy.18.14-15', 'https://www.sefaria.org.il/Mishnah_Parah.4.2']"
yavneh,0,[],0,[],0,[]
edom,0,[],1,['https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3'],0,[]
ohel-moed,0,[],1,['https://www.sefaria.org.il/Leviticus.10.8-10'],0,[]
the-four-kingdoms,0,[],0,[],3,"['https://www.sefaria.org.il/Panekha_Avakesh.18.44', 'https://www.sefaria.org.il/Machzor_Rosh_Hashanah_Ashkenaz_Linear,_The_Morning_Prayers,_Yehi_Kevod.127', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.1071.6']"
alexandria,0,[],0,[],0,[]
the-four-rivers,0,[],0,[],1,['https://www.sefaria.org.il/Deuteronomy.8.7-10']
distinctions-of-the-land-of-israel,0,[],1,['https://www.sefaria.org.il/Deuteronomy.8.7-10'],6,"['https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', 'https://www.sefaria.org.il/Shabbat.140a.4', 'https://www.sefaria.org.il/Deuteronomy.3.15', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Ketubot.111a.19', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.1071.6']"
babel,4,"['https://www.sefaria.org.il/Taanit.29a.1-17', 'https://www.sefaria.org.il/The_Antiquities_of_the_Jews.10.10.2', 'https://www.sefaria.org.il/Berakhot.6b.24', 'https://www.sefaria.org.il/Sanhedrin.17b.5']",1,"['https://www.sefaria.org.il/Midrash_Tanchuma,_Noach.18.7']",0,[]
beersheba,0,[],0,[],0,[]
beit-el,0,[],0,[],0,[]
beit-hamikdash,1,['https://www.sefaria.org.il/II_Chronicles.2.2'],1,['https://www.sefaria.org.il/Berakhot.30a.8-9'],3,"['https://www.sefaria.org.il/Taanit.29a.1-17', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Mishnah_Parah.4.2']"
beitar,0,[],0,[],0,[]
galil,0,[],0,[],0,[]
germany,0,[],0,[],0,[]
damascus,0,[],0,[],0,[]
har-gerizim-vehar-eival,0,[],0,[],0,[]
moriah,1,['https://www.sefaria.org.il/Berakhot.30a.8-9'],1,['https://www.sefaria.org.il/Genesis.22.1-2'],1,"['https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
outside-of-israel,1,['https://www.sefaria.org.il/Deuteronomy.3.15'],1,['https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5'],2,"[""https://www.sefaria.org.il/Sha'ar_HaPesukim,_Parashat_Balak.56"", 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10']"
tiberias,0,[],0,[],0,[]
the-land-of-judah,0,[],0,[],4,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Yalkut_Shimoni_on_Nach.1071.6']"
greece,0,[],0,[],1,['https://www.sefaria.org.il/Tamid.27b.7']
jerusalem,3,"['https://www.sefaria.org.il/Taanit.29a.1-17', 'https://www.sefaria.org.il/II_Chronicles.2.2', 'https://www.sefaria.org.il/Midrash_Shmuel_on_Avot.5.5.2']",1,['https://www.sefaria.org.il/Berakhot.30a.8-9'],2,"['https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
kush,0,[],0,[],0,[]
levite-cities,0,[],0,[],0,[]
midian,0,[],0,[],0,[]
moab,0,[],0,[],0,[]
partitions,0,[],0,[],1,['https://www.sefaria.org.il/Berakhot.18b.7-9']
encampment-of-israel,1,['https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1'],0,[],2,"['https://www.sefaria.org.il/Leviticus.10.8-10', 'https://www.sefaria.org.il/Deuteronomy.3.15']"
maarat-hamachpelah,0,[],0,[],1,['https://www.sefaria.org.il/Genesis.22.1-2']
egypt,4,"['https://www.sefaria.org.il/Vayikra_Rabbah.30.5', 'https://www.sefaria.org.il/Sotah.37a.3', 'https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184', 'https://www.sefaria.org.il/Genesis.42.19']",7,"['https://www.sefaria.org.il/Deuteronomy.6.20-21', 'https://www.sefaria.org.il/Pardes_Rimonim.13.1.38', 'https://www.sefaria.org.il/Shem_MiShmuel,_Shemot.7.10', 'https://www.sefaria.org.il/Numbers.11.18-20', 'https://www.sefaria.org.il/Exodus.6.6-7', 'https://www.sefaria.org.il/Sefat_Emet,_Leviticus,_Passover.20.3', 'https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebikhtav,_Vayeshev,_Miketz,_Vayigash,_Torah_Ohr.24']",1,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13']"
tabernacle-courtyard,0,[],0,[],0,[]
the-nile-river,0,[],0,[],0,[]
nineveh,1,['https://www.sefaria.org.il/Jerusalem_Talmud_Taanit.2.1.8-13'],0,[],0,[]
sodom,0,[],0,[],0,[]
syria,1,['https://www.sefaria.org.il/Shir_HaShirim_Rabbah.1.6.5'],1,['https://www.sefaria.org.il/Mishnah_Avodah_Zarah.1.8'],0,[]
ever-hayarden,0,[],0,[],0,[]
cities,0,[],0,[],1,"['https://www.sefaria.org.il/Teshuvot_Maharit,_I.63.1']"
ammon,0,[],0,[],0,[]
gemorrah,0,[],0,[],0,[]
tyre,0,[],0,[],0,[]
zion,0,[],1,['https://www.sefaria.org.il/Berakhot.30a.8-9'],1,"['https://www.sefaria.org.il/Shabbat_Siddur_Sefard_Linear,_Maariv_Service_for_Shabbos_and_Yom_Tov,_Borechu.184']"
rome,2,"['https://www.sefaria.org.il/Taanit.29a.1-17', 'https://www.sefaria.org.il/Or_HaChaim_on_Leviticus.25.39.1-3']",0,[],0,[]
the-tabernacle-in-shiloh,0,[],0,[],0,[]
shechem,0,[],0,[],0,[]
heavens,4,"['https://www.sefaria.org.il/Chagigah.12b.9', 'https://www.sefaria.org.il/Ramban_on_Exodus.13.21.1', 'https://www.sefaria.org.il/Berakhot.28b.1-11', ""https://www.sefaria.org.il/Otzar_Midrashim,_Midrash_on_Hallel_'Sefer_HaMa'asim'.1.7""]",0,[],1,['https://www.sefaria.org.il/Berakhot.18b.7-9']
sharon,0,[],0,[],0,[]
tarshish,0,[],0,[],0,[]
national-library-of-israel,0,[],0,[],0,[]
beit-midrash,2,"['https://www.sefaria.org.il/Berakhot.63b.12-64a.3', 'https://www.sefaria.org.il/Sefer_HaTashbetz,_Part_IV.1.42.8']",1,['https://www.sefaria.org.il/Berakhot.28b.1-11'],4,"['https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_4_Bar_and_Bat_Mitzvah.7.13', 'https://www.sefaria.org.il/LaKelal_VeLaPerat,_Volume_I,_3_The_Holy_Land.13.8', 'https://www.sefaria.org.il/Shir_HaShirim_Rabbah.5.2.1', 'https://www.sefaria.org.il/Sefat_Emet,_Genesis,_Chayei_Sara.19.4']"
